
map8,True,4.232152223587036,183,182,23,181,178,175,171,165,157,148,139,129,117,104,90,77,64,52,42,33,24,18,13,7,2,-1,
map8	,Breathfirst,True,4.304319858551025,183,182,23,181,178,175,171,165,157,148,139,129,117,104,90,77,64,52,42,33,24,18,13,7,2,-1,
